x-axis,mean_vels
-4.712500000000001,0.0
-4.550000000000001,0.0
-4.387500000000001,0.0
-4.2250000000000005,0.0
-4.062500000000001,0.0
-3.900000000000001,0.00712832717333294
-3.7375000000000007,0.0058777434587130965
-3.5750000000000006,0.0046702833204594835
-3.4125000000000005,0.0035059467585720795
-3.250000000000001,0.002384733773050873
-3.087500000000001,0.0013066443638958677
-2.9250000000000007,0.0002716785311070612
-2.7625000000000006,-0.0007201637253155443
-2.6000000000000005,-0.00166888240537195
-2.4375000000000004,-0.002574477509062155
-2.2750000000000004,-0.0034369490363861605
-2.1125000000000003,-0.004256296987343965
-1.9500000000000004,-0.0011488342504689325
-1.7875000000000003,-0.0025632836647411328
-1.6250000000000004,0.016518274226367098
-1.4625000000000004,0.022629411861166106
-1.3000000000000003,-0.011218813109492558
-1.1375000000000002,-0.034078768480792006
-0.9750000000000002,-0.055032453856275115
-0.8125000000000002,-0.06852090825360427
-0.6500000000000001,-0.06475655104162256
-0.4875000000000001,-0.06396240313491465
-0.32500000000000007,-0.07177664430130754
-0.16250000000000003,-0.09928582692768839
0.0,-0.12036234792365075
0.16250000000000003,-0.12831119804490737
0.32500000000000007,-0.14501286952708328
0.4875000000000001,-0.13289060985203194
0.6500000000000001,-0.1538657213083093
0.8125000000000002,-0.15108613139668353
0.9750000000000002,-0.14171199742442303
1.1375000000000002,-0.1360842456908501
1.3000000000000003,-0.08948398398013571
1.4625000000000004,-0.05632546754278467
1.6250000000000004,-0.02956045896488303
1.7875000000000003,0.018861612229910868
1.9500000000000004,0.06693898497740439
2.1125000000000003,0.1311619386470208
2.2750000000000004,0.18035927531066126
2.4375000000000004,0.2249613493837146
2.6000000000000005,0.29428983603427716
2.7625000000000006,0.3581577716931844
2.9250000000000007,0.42822561302813783
3.087500000000001,0.5002606643524677
3.250000000000001,0.5747364711400893
3.4125000000000005,0.6468527700348137
3.5750000000000006,0.7166642748569523
3.7375000000000007,0.787987646329044
3.900000000000001,0.8673638074418553
4.062500000000001,0.9350510829855746
4.2250000000000005,1.0207068513414665
4.387500000000001,1.0883347115097466
4.550000000000001,1.1477236824316814
4.712500000000001,1.220172899889275
4.875000000000001,1.3134539386142319
5.037500000000001,1.404208262144263
5.200000000000001,1.5182930747985128
5.362500000000001,1.6043945337480274
5.525000000000001,1.6796463391755148
5.687500000000001,1.7636448616953402
5.850000000000001,1.8227585693389532
6.012500000000001,1.8758004567780597
6.175000000000002,1.926762326057253
6.337500000000001,1.9623827814293417
