x-axis,mean_vels
-18.687500000000004,0.0
-18.525000000000002,0.0
-18.362500000000004,0.0
-18.200000000000003,0.0
-18.037500000000005,0.0
-17.875000000000004,0.0
-17.712500000000002,0.0
-17.550000000000004,0.0
-17.387500000000003,0.0
-17.225000000000005,0.0
-17.062500000000004,0.0
-16.900000000000002,0.0
-16.737500000000004,0.0
-16.575000000000003,0.0
-16.412500000000005,0.0
-16.250000000000004,0.0
-16.087500000000002,0.0
-15.925000000000002,0.0
-15.762500000000003,0.0
-15.600000000000003,0.0
-15.437500000000004,0.0
-15.275000000000004,0.0
-15.112500000000002,0.0
-14.950000000000003,0.0
-14.787500000000003,0.0
-14.625000000000004,0.0
-14.462500000000002,0.0
-14.300000000000002,0.0
-14.137500000000003,0.0
-13.975000000000003,0.0
-13.812500000000004,0.0
-13.650000000000002,0.0
-13.487500000000002,0.0
-13.325000000000003,0.0
-13.162500000000003,0.0
-13.000000000000004,0.0
-12.837500000000002,0.0
-12.675000000000002,0.0
-12.512500000000003,0.0
-12.350000000000003,0.0
-12.187500000000002,0.0
-12.025000000000002,0.0
-11.862500000000002,0.0
-11.700000000000003,0.0
-11.537500000000003,0.0
-11.375000000000002,0.0
-11.212500000000002,0.0
-11.050000000000002,0.0
-10.887500000000003,0.0
-10.725000000000001,0.0
-10.562500000000002,0.0
-10.400000000000002,0.0
-10.237500000000002,0.0
-10.075000000000003,0.0
-9.912500000000001,0.0
-9.750000000000002,0.0
-9.587500000000002,0.0
-9.425000000000002,0.0
-9.262500000000001,0.0
-9.100000000000001,0.0
-8.937500000000002,0.0
-8.775000000000002,0.0
-8.612500000000002,0.0
-8.450000000000001,0.0
-8.287500000000001,0.0
-8.125000000000002,0.0
-7.962500000000001,0.0
-7.800000000000002,0.0
-7.637500000000002,0.0
-7.475000000000001,0.0
-7.312500000000002,0.0
-7.150000000000001,0.0
-6.987500000000002,0.0
-6.825000000000001,0.0
-6.662500000000001,0.0
-6.500000000000002,0.0
-6.337500000000001,0.0
-6.175000000000002,0.0
-6.012500000000001,0.0
-5.850000000000001,0.0
-5.687500000000001,0.0
-5.525000000000001,0.0
-5.362500000000001,0.0
-5.200000000000001,0.0
